0,0,0,48.80000000000038
1,0,1,55.700000000000465
2,0,10,0.2
3,0,111,0.4
4,0,112,0.1
5,0,114,0.30000000000000004
6,0,2,1.6000000000000003
7,0,24,0.1
8,0,34,0.1
9,0,4,1.8000000000000005
10,0,45,0.1
11,0,53,0.2
12,0,57,0.1
13,0,60,0.1
14,0,61,0.2
15,0,68,0.1
16,0,69,0.5
17,0,70,0.30000000000000004
18,0,73,0.2
19,0,77,0.1
20,0,96,0.2
21,1,0,55.80000000000048
22,1,1,38.20000000000023
23,1,10,0.1
24,1,100,0.1
25,1,114,0.1
26,1,2,5.299999999999997
27,1,34,0.1
28,1,4,0.4
29,1,60,0.1
30,1,61,0.1
31,1,70,0.2
32,1,77,0.1
33,1,81,0.1
34,10,0,0.30000000000000004
35,10,10,141.89999999999716
36,10,105,0.2
37,10,110,0.1
38,10,12,0.4
39,10,15,0.1
40,10,17,0.2
41,10,18,0.1
42,10,20,0.2
43,10,22,0.30000000000000004
44,10,23,0.1
45,10,24,0.2
46,10,25,0.1
47,10,27,0.30000000000000004
48,10,28,0.1
49,10,31,0.1
50,10,32,0.5
51,10,33,0.8999999999999999
52,10,34,0.30000000000000004
53,10,37,0.1
54,10,38,0.1
55,10,4,0.1
56,10,42,0.1
57,10,52,0.30000000000000004
58,10,57,0.1
59,10,59,0.1
60,10,60,0.1
61,10,63,0.1
62,10,68,0.1
63,10,69,0.30000000000000004
64,10,70,0.1
65,10,83,0.1
66,100,100,312.90000000000117
67,100,101,178.0999999999947
68,100,102,37.70000000000023
69,100,103,7.49999999999999
70,100,105,156.99999999999628
71,100,106,105.99999999999858
72,100,107,62.200000000000564
73,100,108,35.1000000000002
74,100,109,6.499999999999995
75,100,110,1.3
76,100,111,22.700000000000042
77,100,112,15.099999999999964
78,100,113,4.4
79,100,114,0.6
80,100,115,5.199999999999998
81,100,116,4.999999999999999
82,100,117,0.4
83,100,12,0.1
84,100,122,0.1
85,100,129,0.1
86,100,132,0.2
87,100,133,0.1
88,100,28,0.30000000000000004
89,100,29,0.1
90,100,34,0.1
91,100,37,0.1
92,100,4,0.1
93,100,45,3.1000000000000014
94,100,48,0.1
95,100,49,0.7
96,100,51,0.30000000000000004
97,100,53,0.8999999999999999
98,100,54,0.1
99,100,55,0.6
100,100,57,0.7999999999999999
101,100,58,0.30000000000000004
102,100,59,0.8999999999999999
103,100,6,0.1
104,100,60,1.2
105,100,61,0.4
106,100,63,1.2
107,100,64,0.4
108,100,66,0.5
109,100,67,0.30000000000000004
110,100,68,0.9
111,100,69,5.599999999999997
112,100,70,4.200000000000001
113,100,73,0.5
114,100,77,4.200000000000001
115,100,80,0.9999999999999999
116,100,81,3.4000000000000012
117,100,82,2.800000000000001
118,100,83,1.5
119,100,84,0.8999999999999999
120,100,85,4.000000000000002
121,100,86,0.1
122,100,88,12.499999999999975
123,100,89,0.4
124,100,90,2.600000000000001
125,100,91,0.1
126,100,92,9.599999999999987
127,100,93,30.60000000000015
128,100,94,118.79999999999788
129,100,95,105.09999999999864
130,100,96,6.199999999999996
131,100,97,0.8999999999999999
132,100,98,10.69999999999998
133,100,99,147.4999999999967
134,101,100,183.39999999999452
135,101,101,196.29999999999382
136,101,102,47.900000000000354
137,101,103,8.699999999999989
138,101,105,54.20000000000045
139,101,106,166.29999999999555
140,101,107,130.29999999999745
141,101,108,52.80000000000042
142,101,109,7.499999999999993
143,101,110,0.9999999999999999
144,101,111,36.900000000000226
145,101,112,21.300000000000015
146,101,113,3.700000000000002
147,101,114,0.2
148,101,115,6.2999999999999945
149,101,116,3.700000000000002
150,101,117,0.7
151,101,118,0.2
152,101,122,0.2
153,101,129,0.2
154,101,27,0.30000000000000004
155,101,34,0.2
156,101,45,0.8999999999999999
157,101,48,0.2
158,101,49,0.4
159,101,51,0.4
160,101,53,0.4
161,101,55,0.2
162,101,57,0.1
163,101,59,0.1
164,101,60,0.7999999999999999
165,101,61,0.7
166,101,63,0.2
167,101,64,0.30000000000000004
168,101,66,0.2
169,101,68,0.4
170,101,69,3.500000000000002
171,101,70,3.5000000000000018
172,101,73,0.7
173,101,74,0.1
174,101,77,2.2000000000000006
175,101,80,0.9999999999999999
176,101,81,1.5000000000000002
177,101,82,1.3
178,101,83,0.8999999999999999
179,101,84,0.2
180,101,85,2.1000000000000005
181,101,88,3.100000000000002
182,101,90,1.9000000000000008
183,101,92,1.8000000000000007
184,101,93,6.099999999999995
185,101,94,34.10000000000018
186,101,95,49.000000000000405
187,101,96,4.4
188,101,97,1.4000000000000004
189,101,98,2.6000000000000014
190,101,99,20.50000000000002
191,102,100,34.80000000000019
192,102,101,44.80000000000033
193,102,102,211.29999999999401
194,102,103,80.99999999999977
195,102,104,0.1
196,102,105,9.699999999999985
197,102,106,40.60000000000028
198,102,107,123.79999999999804
199,102,108,226.7999999999926
200,102,109,42.800000000000246
201,102,110,9.399999999999984
202,102,111,51.30000000000042
203,102,112,50.1000000000004
204,102,113,17.599999999999977
205,102,114,1.2000000000000002
206,102,115,15.599999999999964
207,102,116,11.599999999999978
208,102,117,3.3000000000000016
209,102,118,0.1
210,102,126,0.1
211,102,128,0.8999999999999999
212,102,129,0.30000000000000004
213,102,131,0.2
214,102,132,0.2
215,102,133,0.2
216,102,17,0.1
217,102,29,0.2
218,102,33,0.2
219,102,34,0.4
220,102,35,0.1
221,102,37,0.1
222,102,38,0.1
223,102,42,0.1
224,102,45,6.099999999999994
225,102,46,0.4
226,102,48,0.2
227,102,49,1.6000000000000003
228,102,51,0.4
229,102,53,3.0000000000000013
230,102,54,1.3
231,102,55,0.7
232,102,57,0.4
233,102,58,0.4
234,102,59,2.3000000000000007
235,102,60,3.4000000000000017
236,102,61,2.9000000000000012
237,102,63,0.8999999999999999
238,102,64,0.1
239,102,66,0.30000000000000004
240,102,68,0.4
241,102,69,12.299999999999976
242,102,7,0.1
243,102,70,11.799999999999978
244,102,71,0.6000000000000001
245,102,72,0.1
246,102,73,0.2
247,102,75,0.1
248,102,77,21.30000000000002
249,102,78,0.1
250,102,80,3.0000000000000013
251,102,81,8.49999999999999
252,102,82,10.39999999999998
253,102,83,4.200000000000001
254,102,84,0.4
255,102,85,12.999999999999972
256,102,86,0.30000000000000004
257,102,88,7.099999999999994
258,102,89,0.1
259,102,90,13.49999999999997
260,102,92,0.7
261,102,93,6.5999999999999925
262,102,94,22.40000000000005
263,102,95,9.499999999999986
264,102,96,72.0000000000003
265,102,97,11.699999999999976
266,102,98,4.8999999999999995
267,102,99,5.699999999999996
268,103,100,7.499999999999992
269,103,101,8.499999999999986
270,103,102,81.59999999999978
271,103,103,79.70000000000006
272,103,105,3.600000000000002
273,103,106,8.399999999999991
